EnvName,Random Mean,Random Std,Random Prob,MST Mean,MST Std,MST Prob,RR Mean,RR Std,RR Prob
MobileEnv10-v0,-21.728615749999996,3.0002872636302698,0.1,-23.087109507500003,5.025813285681661,0.15,-18.196725932499998,3.414251156877769,0.15
